"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Underlying","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Gap","Movement","Max Profit","Max Loss"
"2026-04-02","09:57:00",6510.65,"1 Apr 9 6315 P STO 27.15",2685,6568.05,"2026-04-02","15:45:00",1555,"Exited at Specified Time",1125.2,41.906890130353815,1,953628.6,118278,"SPX","01 9:51 - 9:59 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-1.96,44.13,0
"2026-04-02","09:57:00",6510.65,"1 Apr 9 6630 C STO 27.80",2750,6521.19,"2026-04-02","10:00:00",3055,"Stop Loss",-309.8,-11.265454545454547,1,936913.4,118278,"SPX","01 9:51 - 9:59 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-1.96,0,-11.82
"2026-04-02","09:56:00",6511.57,"1 Apr 9 6315 P STO 26.65",2635,6568.05,"2026-04-02","15:45:00",1555,"Exited at Specified Time",1075.2,40.804554079696395,1,934945.2,117888.4,"SPX","01 9:51 - 9:59 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-1.04,43.07,-3.04
"2026-04-02","09:56:00",6511.57,"1 Apr 9 6635 C STO 26.20",2590,6521.19,"2026-04-02","10:00:00",2880,"Stop Loss",-294.8,-11.382239382239383,1,936323.8,117888.4,"SPX","01 9:51 - 9:59 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-1.04,0,-11.78
"2026-04-02","09:55:00",6510.8,"1 Apr 9 6315 P STO 27.05",2675,6568.05,"2026-04-02","15:45:00",1555,"Exited at Specified Time",1115.2,41.68971962616823,1,983814.2,117796,"SPX","01 9:51 - 9:59 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-1.81,43.93,-1.5
"2026-04-02","09:55:00",6510.8,"1 Apr 9 6635 C STO 26.20",2590,6521.19,"2026-04-02","10:00:00",2880,"Stop Loss",-294.8,-11.382239382239383,1,936618.6,117796,"SPX","01 9:51 - 9:59 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-1.81,0,-11.78
"2026-04-02","09:54:00",6507.38,"1 Apr 9 6310 P STO 26.95",2665,6568.05,"2026-04-02","15:45:00",1505,"Exited at Specified Time",1155.2,43.347091932457786,1,980818.6,117885.6,"SPX","01 9:51 - 9:59 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-5.23,45.59,0
"2026-04-02","09:54:00",6507.38,"1 Apr 9 6630 C STO 27.40",2710,6518.42,"2026-04-02","09:59:00",3015,"Stop Loss",-309.8,-11.431734317343174,1,937223.2,117885.6,"SPX","01 9:51 - 9:59 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-5.23,0,-11.07
"2026-04-02","09:53:00",6501.76,"1 Apr 9 6300 P STO 26.60",2630,6568.05,"2026-04-02","15:45:00",1405,"Exited at Specified Time",1220.2,46.39543726235741,1,926023.6,117711.2,"SPX","01 9:51 - 9:59 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-10.85,48.48,0
"2026-04-02","09:53:00",6501.76,"1 Apr 9 6625 C STO 27.50",2720,6514.38,"2026-04-02","09:58:00",3025,"Stop Loss",-309.8,-11.389705882352942,1,937533,117711.2,"SPX","01 9:51 - 9:59 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-10.85,0,-12.87
"2026-04-02","09:52:00",6500.71,"1 Apr 9 6300 P STO 26.95",2665,6568.05,"2026-04-02","15:45:00",1405,"Exited at Specified Time",1255.2,47.09943714821764,1,974942.6,117585.2,"SPX","01 9:51 - 9:59 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-11.9,49.16,0
"2026-04-02","09:52:00",6500.71,"1 Apr 9 6625 C STO 27.55",2725,6514.38,"2026-04-02","09:58:00",3030,"Stop Loss",-309.8,-11.368807339449543,1,937842.8,117585.2,"SPX","01 9:51 - 9:59 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-11.9,0,-12.66
"2026-04-02","09:51:00",6497.08,"1 Apr 9 6295 P STO 26.95",2665,6568.05,"2026-04-02","15:45:00",1360,"Exited at Specified Time",1300.2,48.78799249530957,1,988125,117149.6,"SPX","01 9:51 - 9:59 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-15.53,50.84,0
"2026-04-02","09:51:00",6497.08,"1 Apr 9 6625 C STO 27.05",2675,6510.8,"2026-04-02","09:55:00",2975,"Stop Loss",-304.8,-11.394392523364488,1,938457.4,117149.6,"SPX","01 9:51 - 9:59 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-15.53,0,-10.84
"2026-04-02","09:50:00",6494.04,"1 Apr 9 6290 P STO 27.05",2675,6568.05,"2026-04-02","15:45:00",1315,"Exited at Specified Time",1355.2,50.66168224299066,1,924803.4,116784.8,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-18.57,52.52,0
"2026-04-02","09:50:00",6494.04,"1 Apr 9 6625 C STO 26.65",2635,6507.38,"2026-04-02","09:54:00",2930,"Stop Loss",-299.8,-11.377609108159394,1,939062,116784.8,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-18.57,0,-10.44
"2026-04-02","09:49:00",6494.71,"1 Apr 9 6290 P STO 26.80",2650,6568.05,"2026-04-02","15:45:00",1315,"Exited at Specified Time",1330.2,50.19622641509434,1,949162.8,116865.2,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-17.9,52.08,-2.08
"2026-04-02","09:49:00",6494.71,"1 Apr 9 6625 C STO 26.80",2650,6510.8,"2026-04-02","09:55:00",2945,"Stop Loss",-299.8,-11.313207547169812,1,938762.2,116865.2,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-17.9,0,-11.89
"2026-04-02","09:48:00",6494.91,"1 Apr 9 6295 P STO 27.35",2705,6568.05,"2026-04-02","15:45:00",1360,"Exited at Specified Time",1340.2,49.5452865064695,1,945982.2,116889.2,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-17.7,51.57,-3.33
"2026-04-02","09:48:00",6494.91,"1 Apr 9 6625 C STO 26.30",2600,6507.38,"2026-04-02","09:54:00",2890,"Stop Loss",-294.8,-11.338461538461539,1,940291.2,116889.2,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-17.7,0,-11.92
"2026-04-02","09:47:00",6493.08,"1 Apr 9 6290 P STO 26.95",2665,6568.05,"2026-04-02","15:45:00",1315,"Exited at Specified Time",1345.2,50.4765478424015,1,969051.4,117169.6,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-19.53,52.35,-1.5
"2026-04-02","09:47:00",6493.08,"1 Apr 9 6620 C STO 27.80",2750,6507.38,"2026-04-02","09:54:00",3055,"Stop Loss",-309.8,-11.265454545454547,1,939981.4,117169.6,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-19.53,0,-12
"2026-04-02","09:46:00",6487.67,"1 Apr 9 6285 P STO 27.20",2690,6568.05,"2026-04-02","15:45:00",1270,"Exited at Specified Time",1415.2,52.6096654275093,1,990550.4,116520.4,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-24.94,54.46,0
"2026-04-02","09:46:00",6487.67,"1 Apr 9 6620 C STO 26.30",2600,6497.08,"2026-04-02","09:51:00",2890,"Stop Loss",-294.8,-11.338461538461539,1,940885.8,116520.4,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-24.94,0,-10.19
"2026-04-02","09:45:00",6480.07,"1 Apr 9 6275 P STO 27.35",2705,6568.05,"2026-04-02","15:45:00",1190,"Exited at Specified Time",1510.2,55.829944547134936,1,977508,116108.4,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-32.54,57.49,0
"2026-04-02","09:45:00",6480.07,"1 Apr 9 6615 C STO 26.30",2600,6493.08,"2026-04-02","09:47:00",2890,"Stop Loss",-294.8,-11.338461538461539,1,943009.4,116108.4,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-32.54,0,-13.27
"2026-04-02","09:44:00",6477.38,"1 Apr 9 6270 P STO 27.05",2675,6568.05,"2026-04-02","15:45:00",1150,"Exited at Specified Time",1520.2,56.82990654205607,1,931449.6,116285.6,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-35.23,58.5,0
"2026-04-02","09:44:00",6477.38,"1 Apr 9 6610 C STO 27.50",2720,6493.08,"2026-04-02","09:47:00",3025,"Stop Loss",-309.8,-11.389705882352942,1,943913.8,116285.6,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-35.23,0,-14.71
"2026-04-02","09:43:00",6479.05,"1 Apr 9 6270 P STO 26.95",2665,6568.05,"2026-04-02","15:45:00",1150,"Exited at Specified Time",1510.2,56.667917448405255,1,959984.8,116486,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-33.56,58.35,-1.5
"2026-04-02","09:43:00",6479.05,"1 Apr 9 6610 C STO 27.75",2745,6493.08,"2026-04-02","09:47:00",3050,"Stop Loss",-309.8,-11.285974499089253,1,942699.6,116486,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-33.56,0,-13.66
"2026-04-02","09:42:00",6486.45,"1 Apr 9 6280 P STO 26.75",2645,6568.05,"2026-04-02","15:45:00",1230,"Exited at Specified Time",1410.2,53.31568998109641,1,933870,116374,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-26.16,55.2,-8.51
"2026-04-02","09:42:00",6486.45,"1 Apr 9 6620 C STO 26.25",2595,6497.08,"2026-04-02","09:51:00",2885,"Stop Loss",-294.8,-11.360308285163777,1,941785.2,116374,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-26.16,5.78,-10.4
"2026-04-02","09:41:00",6477.3,"1 Apr 9 6265 P STO 26.75",2645,6568.05,"2026-04-02","15:45:00",1110,"Exited at Specified Time",1530.2,57.85255198487713,1,963285.4,116276,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-35.31,59.36,0
"2026-04-02","09:41:00",6477.3,"1 Apr 9 6610 C STO 27.50",2720,6493.08,"2026-04-02","09:47:00",3025,"Stop Loss",-309.8,-11.389705882352942,1,943604,116276,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-35.31,0,-14.71
"2026-04-02","09:40:00",6476.98,"1 Apr 9 6265 P STO 27.00",2670,6568.05,"2026-04-02","15:45:00",1110,"Exited at Specified Time",1555.2,58.247191011235955,1,979663.4,116237.6,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-35.63,59.74,-0.19
"2026-04-02","09:40:00",6476.98,"1 Apr 9 6610 C STO 27.45",2715,6493.08,"2026-04-02","09:47:00",3020,"Stop Loss",-309.8,-11.410681399631677,1,942389.8,116237.6,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-35.63,0,-14.92
"2026-04-02","09:39:00",6481.83,"1 Apr 9 6275 P STO 27.25",2695,6568.05,"2026-04-02","15:45:00",1190,"Exited at Specified Time",1500.2,55.66604823747681,1,941256.4,116319.6,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-30.78,57.33,-6.31
"2026-04-02","09:39:00",6481.83,"1 Apr 9 6615 C STO 26.80",2650,6493.08,"2026-04-02","09:47:00",2945,"Stop Loss",-299.8,-11.313207547169812,1,943304.2,116319.6,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-30.78,2.45,-11.13
"2026-04-02","09:38:00",6486.15,"1 Apr 9 6280 P STO 27.15",2685,6568.05,"2026-04-02","15:45:00",1230,"Exited at Specified Time",1450.2,54.01117318435754,1,943631.8,116338,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-26.46,55.87,-9.87
"2026-04-02","09:38:00",6486.15,"1 Apr 9 6620 C STO 26.25",2595,6497.08,"2026-04-02","09:51:00",2885,"Stop Loss",-294.8,-11.360308285163777,1,941490.4,116338,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-26.46,6.17,-10.4
"2026-04-02","09:37:00",6483.87,"1 Apr 9 6275 P STO 27.15",2685,6568.05,"2026-04-02","15:45:00",1190,"Exited at Specified Time",1490.2,55.50093109869646,1,952503.4,116564.4,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-28.74,57.17,-6.7
"2026-04-02","09:37:00",6483.87,"1 Apr 9 6615 C STO 27.65",2735,6494.71,"2026-04-02","09:49:00",3040,"Stop Loss",-309.8,-11.327239488117002,1,942080,116564.4,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-28.74,5.48,-10.05
"2026-04-02","09:36:00",6485.01,"1 Apr 9 6275 P STO 27.05",2675,6568.05,"2026-04-02","15:45:00",1190,"Exited at Specified Time",1480.2,55.33457943925234,1,986824.8,116701.2,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-27.6,57.01,-7.1
"2026-04-02","09:36:00",6485.01,"1 Apr 9 6615 C STO 27.70",2740,6497.08,"2026-04-02","09:51:00",3045,"Stop Loss",-309.8,-11.306569343065693,1,941180.6,116701.2,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-27.6,5.66,-10.77
"2026-04-02","09:35:00",6493.95,"1 Apr 9 6620 C STO 27.60",2730,6507.38,"2026-04-02","09:54:00",3035,"Stop Loss",-309.8,-11.347985347985349,1,939671.6,117274,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-18.66,10.81,-12.82
"2026-04-02","09:35:00",6493.95,"1 Apr 9 6285 P STO 26.75",2645,6476.98,"2026-04-02","09:40:00",2940,"Stop Loss",-299.8,-11.334593572778829,1,944828.2,117274,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-18.66,0,-14.93
"2026-04-02","09:34:00",6492.21,"1 Apr 9 6620 C STO 27.70",2740,6507.38,"2026-04-02","09:54:00",3045,"Stop Loss",-309.8,-11.306569343065693,1,939361.8,117065.2,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-20.4,11.13,-12.41
"2026-04-02","09:34:00",6492.21,"1 Apr 9 6285 P STO 27.30",2700,6476.98,"2026-04-02","09:40:00",3000,"Stop Loss",-304.8,-11.28888888888889,1,944523.4,117065.2,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-20.4,0.93,-12.59
"2026-04-02","09:33:00",6490.32,"1 Apr 9 6620 C STO 26.75",2645,6500.71,"2026-04-02","09:52:00",2940,"Stop Loss",-299.8,-11.334593572778829,1,940586,116838.4,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-22.29,7.94,-10.59
"2026-04-02","09:33:00",6490.32,"1 Apr 9 6280 P STO 26.80",2650,6476.98,"2026-04-02","09:40:00",2945,"Stop Loss",-299.8,-11.313207547169812,1,944223.6,116838.4,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-22.29,2.08,-11.32
"2026-04-02","09:32:00",6497.59,"1 Apr 9 6625 C STO 27.25",2695,6510.8,"2026-04-02","09:55:00",2995,"Stop Loss",-304.8,-11.309833024118738,1,938152.6,117210.8,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-15.02,14.84,-10.02
"2026-04-02","09:32:00",6497.59,"1 Apr 9 6290 P STO 27.10",2680,6485.01,"2026-04-02","09:36:00",2980,"Stop Loss",-304.8,-11.373134328358208,1,945128,117210.8,"SPX","00 9:30 - 9:50 - 7DTE IC  .1x EOD Close",2.4,2.4,-62.71,-15.02,0,-10.26
"2026-04-01","10:40:00",6578.48,"1 Apr 8 6420 P STO 27.15",2685,6576.54,"2026-04-01","14:18:00",2985,"Stop Loss",-304.8,-11.351955307262571,1,947311.6,121917.6,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,21.92,21.6,-10.61
"2026-04-01","10:40:00",6578.48,"1 Apr 8 6675 C STO 27.25",2695,6591.54,"2026-04-01","10:54:00",2995,"Stop Loss",-304.8,-11.309833024118738,1,951269,121917.6,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,21.92,4.82,-11.87
"2026-04-01","10:39:00",6572.27,"1 Apr 8 6410 P STO 27.05",2675,6572.13,"2026-04-01","14:21:00",2975,"Stop Loss",-304.8,-11.394392523364488,1,945183,121672.4,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,15.71,25.98,-10.84
"2026-04-01","10:39:00",6572.27,"1 Apr 8 6670 C STO 27.10",2680,6581.93,"2026-04-01","10:43:00",2980,"Stop Loss",-304.8,-11.373134328358208,1,963730.8,121672.4,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,15.71,0,-10.45
"2026-04-01","10:38:00",6566.65,"1 Apr 8 6405 P STO 27.30",2700,6569.55,"2026-04-01","14:24:00",3000,"Stop Loss",-304.8,-11.28888888888889,1,942749.6,121498,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,10.09,27.04,-10
"2026-04-01","10:38:00",6566.65,"1 Apr 8 6665 C STO 27.85",2755,6578.48,"2026-04-01","10:40:00",3065,"Stop Loss",-314.8,-11.426497277676951,1,965559.6,121498,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,10.09,0,-12.52
"2026-04-01","10:37:00",6564.89,"1 Apr 8 6400 P STO 26.85",2655,6565.73,"2026-04-01","14:25:00",2955,"Stop Loss",-304.8,-11.480225988700566,1,938497.4,121286.8,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,8.33,30.13,-13.56
"2026-04-01","10:37:00",6564.89,"1 Apr 8 6665 C STO 27.25",2695,6578.48,"2026-04-01","10:40:00",2995,"Stop Loss",-304.8,-11.309833024118738,1,965254.8,121286.8,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,8.33,0,-15.03
"2026-04-01","10:36:00",6566.67,"1 Apr 8 6400 P STO 26.75",2645,6565.73,"2026-04-01","14:25:00",2940,"Stop Loss",-299.8,-11.334593572778829,1,938197.6,121500.4,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,10.11,29.87,-13.99
"2026-04-01","10:36:00",6566.67,"1 Apr 8 6665 C STO 27.65",2735,6578.48,"2026-04-01","10:40:00",3040,"Stop Loss",-309.8,-11.327239488117002,1,964945,121500.4,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,10.11,0.37,-13.35
"2026-04-01","10:35:00",6569.97,"1 Apr 8 6405 P STO 26.95",2665,6570.92,"2026-04-01","14:22:00",2965,"Stop Loss",-304.8,-11.437148217636024,1,944268.6,121396.4,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,13.41,26.08,-10.13
"2026-04-01","10:35:00",6569.97,"1 Apr 8 6670 C STO 26.65",2635,6578.48,"2026-04-01","10:40:00",2930,"Stop Loss",-299.8,-11.377609108159394,1,964645.2,121396.4,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,13.41,3.23,-10.44
"2026-04-01","10:34:00",6571.27,"1 Apr 8 6405 P STO 26.65",2635,6570.92,"2026-04-01","14:22:00",2930,"Stop Loss",-299.8,-11.377609108159394,1,943664,121552.4,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,14.71,25.24,-11.39
"2026-04-01","10:34:00",6571.27,"1 Apr 8 6670 C STO 27.25",2695,6587.11,"2026-04-01","10:50:00",2995,"Stop Loss",-304.8,-11.309833024118738,1,962196.8,121552.4,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,14.71,5.38,-12.43
"2026-04-01","10:33:00",6576.03,"1 Apr 8 6410 P STO 26.85",2655,6572.13,"2026-04-01","14:21:00",2955,"Stop Loss",-304.8,-11.480225988700566,1,944878.2,121623.6,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,19.47,25.42,-11.68
"2026-04-01","10:33:00",6576.03,"1 Apr 8 6675 C STO 26.35",2605,6588.48,"2026-04-01","10:53:00",2900,"Stop Loss",-299.8,-11.508637236084454,1,957699.8,121623.6,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,19.47,8.45,-12.09
"2026-04-01","10:32:00",6579.24,"1 Apr 8 6675 C STO 27.45",2715,6591.54,"2026-04-01","10:54:00",3020,"Stop Loss",-309.8,-11.410681399631677,1,954022.2,122008.8,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,22.68,12.15,-11.05
"2026-04-01","10:32:00",6579.24,"1 Apr 8 6415 P STO 26.75",2645,6566.67,"2026-04-01","10:36:00",2940,"Stop Loss",-299.8,-11.334593572778829,1,965874.4,122008.8,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,22.68,0,-10.59
"2026-04-01","10:31:00",6577.33,"1 Apr 8 6675 C STO 26.80",2650,6588.48,"2026-04-01","10:53:00",2945,"Stop Loss",-299.8,-11.313207547169812,1,956785.4,121779.6,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,20.77,10,-10.19
"2026-04-01","10:31:00",6577.33,"1 Apr 8 6420 P STO 26.95",2665,6569.97,"2026-04-01","10:35:00",2965,"Stop Loss",-304.8,-11.437148217636024,1,966174.2,121779.6,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,20.77,0,-10.51
"2026-04-01","10:30:00",6574.77,"1 Apr 8 6410 P STO 26.75",2645,6572.13,"2026-04-01","14:21:00",2940,"Stop Loss",-299.8,-11.334593572778829,1,946097.4,121472.4,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,18.21,25.14,-12.1
"2026-04-01","10:30:00",6574.77,"1 Apr 8 6675 C STO 26.15",2585,6588.48,"2026-04-01","10:53:00",2875,"Stop Loss",-294.8,-11.404255319148938,1,959783.4,121472.4,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,18.21,7.74,-12.96
"2026-04-01","10:29:00",6573.15,"1 Apr 8 6410 P STO 26.95",2665,6572.13,"2026-04-01","14:21:00",2965,"Stop Loss",-304.8,-11.437148217636024,1,946397.2,121778,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,16.59,25.7,-11.26
"2026-04-01","10:29:00",6573.15,"1 Apr 8 6670 C STO 27.55",2725,6587.11,"2026-04-01","10:50:00",3030,"Stop Loss",-309.8,-11.368807339449543,1,962501.6,121778,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,16.59,6.42,-11.19
"2026-04-01","10:28:00",6570.87,"1 Apr 8 6405 P STO 26.85",2655,6570.92,"2026-04-01","14:22:00",2955,"Stop Loss",-304.8,-11.480225988700566,1,944573.4,121504.4,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,14.31,25.8,-10.55
"2026-04-01","10:28:00",6570.87,"1 Apr 8 6670 C STO 26.80",2650,6579.24,"2026-04-01","10:32:00",2945,"Stop Loss",-299.8,-11.313207547169812,1,966479,121504.4,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,14.31,0,-10.38
"2026-04-01","10:27:00",6568.95,"1 Apr 8 6405 P STO 27.25",2695,6569.55,"2026-04-01","14:24:00",2995,"Stop Loss",-304.8,-11.309833024118738,1,943359.2,121274,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,12.39,26.9,-10.2
"2026-04-01","10:27:00",6568.95,"1 Apr 8 6670 C STO 26.55",2625,6579.24,"2026-04-01","10:32:00",2920,"Stop Loss",-299.8,-11.420952380952382,1,966778.8,121274,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,12.39,0,-11.43
"2026-04-01","10:26:00",6573.56,"1 Apr 8 6410 P STO 27.05",2675,6572.13,"2026-04-01","14:21:00",2975,"Stop Loss",-304.8,-11.394392523364488,1,945792.6,121827.2,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,17,25.98,-10.84
"2026-04-01","10:26:00",6573.56,"1 Apr 8 6670 C STO 27.85",2755,6588.48,"2026-04-01","10:53:00",3065,"Stop Loss",-314.8,-11.426497277676951,1,960078.2,121827.2,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,17,7.44,-13.07
"2026-04-01","10:25:00",6570.71,"1 Apr 8 6405 P STO 27.05",2675,6569.55,"2026-04-01","14:24:00",2975,"Stop Loss",-304.8,-11.394392523364488,1,942140,121485.2,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,14.15,26.36,-11.03
"2026-04-01","10:25:00",6570.71,"1 Apr 8 6670 C STO 27.25",2695,6587.11,"2026-04-01","10:50:00",2995,"Stop Loss",-304.8,-11.309833024118738,1,963121.2,121485.2,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,14.15,5.38,-12.43
"2026-04-01","10:24:00",6575.25,"1 Apr 8 6410 P STO 26.85",2655,6572.13,"2026-04-01","14:21:00",2955,"Stop Loss",-304.8,-11.480225988700566,1,947006.8,121530,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,18.69,25.42,-11.68
"2026-04-01","10:24:00",6575.25,"1 Apr 8 6675 C STO 26.75",2645,6588.48,"2026-04-01","10:53:00",2940,"Stop Loss",-299.8,-11.334593572778829,1,958294.4,121530,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,18.69,9.83,-10.4
"2026-04-01","10:23:00",6576.89,"1 Apr 8 6410 P STO 26.85",2655,6572.13,"2026-04-01","14:21:00",2955,"Stop Loss",-304.8,-11.480225988700566,1,946702,121726.8,"SPX","03 10:21 - 10:40 - 7DTE IC  .1x EOD Close",2.4,2.4,28.04,20.33,25.42,-11.68
